date,group,catch_kg,year,month,year_month
01/10/21,Mackerel scad,592.1859749,2021,Oct,01/10/21
01/10/21,Snapper/seaperch,3440.80089,2021,Oct,01/10/21
01/10/21,Tuna/Bonito/Other Mackerel,737.5626949,2021,Oct,01/10/21
01/11/21,Long tom,0,2021,Nov,01/11/21
01/11/21,Jacks/Trevally/Other Scad,1753.343072,2021,Nov,01/11/21
01/11/21,Fusilier,0,2021,Nov,01/11/21
01/11/21,Sardines/pilchards,4403.559852,2021,Nov,01/11/21
01/11/21,Flying fish,578.5675565,2021,Nov,01/11/21
01/11/21,Garfish,0,2021,Nov,01/11/21
01/11/21,Jobfish,30.39168393,2021,Nov,01/11/21
01/11/21,Moonfish,411.0324878,2021,Nov,01/11/21
01/11/21,Other,1840.497876,2021,Nov,01/11/21
01/11/21,Short bodied mackerel,5124.047872,2021,Nov,01/11/21
01/11/21,Mackerel scad,1235.12986,2021,Nov,01/11/21
01/11/21,Snapper/seaperch,2477.140566,2021,Nov,01/11/21
01/11/21,Tuna/Bonito/Other Mackerel,19.34412358,2021,Nov,01/11/21
01/12/21,Long tom,0,2021,Dec,01/12/21
01/12/21,Jacks/Trevally/Other Scad,1100.80042,2021,Dec,01/12/21
01/12/21,Fusilier,0,2021,Dec,01/12/21
01/12/21,Sardines/pilchards,5945.198942,2021,Dec,01/12/21
01/12/21,Flying fish,512.890009,2021,Dec,01/12/21
01/12/21,Garfish,0,2021,Dec,01/12/21
01/12/21,Jobfish,65.88442512,2021,Dec,01/12/21
01/12/21,Moonfish,9.139017957,2021,Dec,01/12/21
01/12/21,Other,893.8844063,2021,Dec,01/12/21
01/12/21,Short bodied mackerel,3214.407515,2021,Dec,01/12/21
01/12/21,Mackerel scad,121.7994615,2021,Dec,01/12/21
01/12/21,Snapper/seaperch,721.8538717,2021,Dec,01/12/21
01/12/21,Tuna/Bonito/Other Mackerel,0,2021,Dec,01/12/21
01/01/22,Long tom,0,2022,Jan,01/01/22
01/01/22,Jacks/Trevally/Other Scad,1622.419645,2022,Jan,01/01/22
01/01/22,Fusilier,0,2022,Jan,01/01/22
01/01/22,Sardines/pilchards,2709.821714,2022,Jan,01/01/22
01/01/22,Flying fish,1822.447077,2022,Jan,01/01/22
01/01/22,Garfish,0,2022,Jan,01/01/22
01/01/22,Jobfish,127.0857836,2022,Jan,01/01/22
01/01/22,Moonfish,67.12365361,2022,Jan,01/01/22
01/01/22,Other,1274.717344,2022,Jan,01/01/22
01/01/22,Short bodied mackerel,1734.239691,2022,Jan,01/01/22
01/01/22,Mackerel scad,191.1356333,2022,Jan,01/01/22
01/01/22,Snapper/seaperch,842.8993107,2022,Jan,01/01/22
01/01/22,Tuna/Bonito/Other Mackerel,8.50267233,2022,Jan,01/01/22
01/02/22,Long tom,0,2022,Feb,01/02/22
01/02/22,Jacks/Trevally/Other Scad,663.9919589,2022,Feb,01/02/22
01/02/22,Fusilier,0,2022,Feb,01/02/22
01/02/22,Sardines/pilchards,3162.584622,2022,Feb,01/02/22
01/02/22,Flying fish,2308.348644,2022,Feb,01/02/22
01/02/22,Garfish,0,2022,Feb,01/02/22
01/02/22,Jobfish,116.2283847,2022,Feb,01/02/22
01/02/22,Moonfish,0,2022,Feb,01/02/22
01/02/22,Other,1893.034465,2022,Feb,01/02/22
01/02/22,Short bodied mackerel,971.8560851,2022,Feb,01/02/22
01/02/22,Mackerel scad,49.25467523,2022,Feb,01/02/22
01/02/22,Snapper/seaperch,2104.535067,2022,Feb,01/02/22
01/02/22,Tuna/Bonito/Other Mackerel,20.93735831,2022,Feb,01/02/22
01/03/22,Long tom,0,2022,Mar,01/03/22
01/03/22,Jacks/Trevally/Other Scad,955.6269449,2022,Mar,01/03/22
01/03/22,Fusilier,0,2022,Mar,01/03/22
01/03/22,Sardines/pilchards,2691.273092,2022,Mar,01/03/22
01/03/22,Flying fish,592.6574727,2022,Mar,01/03/22
01/03/22,Garfish,0,2022,Mar,01/03/22
01/03/22,Jobfish,12.50561116,2022,Mar,01/03/22
01/03/22,Moonfish,0,2022,Mar,01/03/22
01/03/22,Other,853.3940956,2022,Mar,01/03/22
01/03/22,Short bodied mackerel,1276.019425,2022,Mar,01/03/22
01/03/22,Mackerel scad,6497.094972,2022,Mar,01/03/22
01/03/22,Snapper/seaperch,739.7942344,2022,Mar,01/03/22
01/03/22,Tuna/Bonito/Other Mackerel,0,2022,Mar,01/03/22
01/04/22,Long tom,2.977549738,2022,Apr,01/04/22
01/04/22,Jacks/Trevally/Other Scad,232.7152336,2022,Apr,01/04/22
01/04/22,Fusilier,0,2022,Apr,01/04/22
01/04/22,Sardines/pilchards,271.0987535,2022,Apr,01/04/22
01/04/22,Flying fish,0,2022,Apr,01/04/22
01/04/22,Garfish,0,2022,Apr,01/04/22
01/04/22,Jobfish,128.3613522,2022,Apr,01/04/22
01/04/22,Moonfish,0,2022,Apr,01/04/22
01/04/22,Other,225.5733624,2022,Apr,01/04/22
01/04/22,Short bodied mackerel,1616.635181,2022,Apr,01/04/22
01/04/22,Mackerel scad,16438.32719,2022,Apr,01/04/22
01/04/22,Snapper/seaperch,373.6613905,2022,Apr,01/04/22
01/04/22,Tuna/Bonito/Other Mackerel,0,2022,Apr,01/04/22
01/05/22,Long tom,0,2022,May,01/05/22
01/05/22,Jacks/Trevally/Other Scad,35.22673595,2022,May,01/05/22
01/05/22,Fusilier,0,2022,May,01/05/22
01/05/22,Sardines/pilchards,178.5198831,2022,May,01/05/22
01/05/22,Flying fish,0,2022,May,01/05/22
01/05/22,Garfish,0,2022,May,01/05/22
01/05/22,Jobfish,0,2022,May,01/05/22
01/05/22,Moonfish,0,2022,May,01/05/22
01/05/22,Other,113.4888797,2022,May,01/05/22
01/05/22,Short bodied mackerel,1491.981981,2022,May,01/05/22
01/05/22,Mackerel scad,3961.469212,2022,May,01/05/22
01/05/22,Snapper/seaperch,65.40931884,2022,May,01/05/22
01/05/22,Tuna/Bonito/Other Mackerel,8.473538712,2022,May,01/05/22
01/06/22,Long tom,0,2022,Jun,01/06/22
01/06/22,Jacks/Trevally/Other Scad,0,2022,Jun,01/06/22
01/06/22,Fusilier,0,2022,Jun,01/06/22
01/06/22,Sardines/pilchards,60.9994603,2022,Jun,01/06/22
01/06/22,Flying fish,0,2022,Jun,01/06/22
01/06/22,Garfish,0,2022,Jun,01/06/22
01/06/22,Jobfish,0,2022,Jun,01/06/22
01/06/22,Moonfish,0,2022,Jun,01/06/22
01/06/22,Other,156.1092968,2022,Jun,01/06/22
01/06/22,Short bodied mackerel,3011.631576,2022,Jun,01/06/22
01/06/22,Mackerel scad,10208.0104,2022,Jun,01/06/22
01/06/22,Snapper/seaperch,101.7269084,2022,Jun,01/06/22
01/06/22,Tuna/Bonito/Other Mackerel,92.25109323,2022,Jun,01/06/22
01/07/22,Long tom,3.591288562,2022,Jul,01/07/22
01/07/22,Jacks/Trevally/Other Scad,381.4296914,2022,Jul,01/07/22
01/07/22,Fusilier,0.632876474,2022,Jul,01/07/22
01/07/22,Sardines/pilchards,2246.985153,2022,Jul,01/07/22
01/07/22,Flying fish,138.1261714,2022,Jul,01/07/22
01/07/22,Garfish,32.21165501,2022,Jul,01/07/22
01/07/22,Jobfish,110.3986303,2022,Jul,01/07/22
01/07/22,Moonfish,19.20398905,2022,Jul,01/07/22
01/07/22,Other,1163.765961,2022,Jul,01/07/22
01/07/22,Short bodied mackerel,1334.521182,2022,Jul,01/07/22
01/07/22,Mackerel scad,4518.938303,2022,Jul,01/07/22
01/07/22,Snapper/seaperch,1045.563205,2022,Jul,01/07/22
01/07/22,Tuna/Bonito/Other Mackerel,108.8588378,2022,Jul,01/07/22
01/08/22,Long tom,0,2022,Aug,01/08/22
01/08/22,Jacks/Trevally/Other Scad,0,2022,Aug,01/08/22
01/08/22,Fusilier,0,2022,Aug,01/08/22
01/08/22,Sardines/pilchards,0,2022,Aug,01/08/22
01/08/22,Flying fish,0,2022,Aug,01/08/22
01/08/22,Garfish,0,2022,Aug,01/08/22
01/08/22,Jobfish,0,2022,Aug,01/08/22
01/08/22,Moonfish,0,2022,Aug,01/08/22
01/08/22,Other,0,2022,Aug,01/08/22
01/08/22,Short bodied mackerel,0,2022,Aug,01/08/22
01/08/22,Mackerel scad,13115.57165,2022,Aug,01/08/22
01/08/22,Snapper/seaperch,0,2022,Aug,01/08/22
01/08/22,Tuna/Bonito/Other Mackerel,0,2022,Aug,01/08/22
01/09/22,Long tom,0,2022,Sep,01/09/22
01/09/22,Jacks/Trevally/Other Scad,30.9506797,2022,Sep,01/09/22
01/09/22,Fusilier,0,2022,Sep,01/09/22
01/09/22,Sardines/pilchards,539.1785267,2022,Sep,01/09/22
01/09/22,Flying fish,0,2022,Sep,01/09/22
01/09/22,Garfish,0,2022,Sep,01/09/22
01/09/22,Jobfish,0,2022,Sep,01/09/22
01/09/22,Moonfish,0,2022,Sep,01/09/22
01/09/22,Other,0,2022,Sep,01/09/22
01/09/22,Short bodied mackerel,565.9868241,2022,Sep,01/09/22
01/09/22,Mackerel scad,3512.263428,2022,Sep,01/09/22
01/09/22,Snapper/seaperch,240.6026869,2022,Sep,01/09/22
01/09/22,Tuna/Bonito/Other Mackerel,0,2022,Sep,01/09/22
01/10/22,Long tom,3.149656089,2022,Oct,01/10/22
01/10/22,Jacks/Trevally/Other Scad,445.4750319,2022,Oct,01/10/22
01/10/22,Fusilier,1.230010972,2022,Oct,01/10/22
01/10/22,Sardines/pilchards,2409.901007,2022,Oct,01/10/22
01/10/22,Flying fish,109.8748577,2022,Oct,01/10/22
01/10/22,Garfish,71.07210403,2022,Oct,01/10/22
01/10/22,Jobfish,115.6611908,2022,Oct,01/10/22
01/10/22,Moonfish,21.77152651,2022,Oct,01/10/22
01/10/22,Other,1809.783054,2022,Oct,01/10/22
01/10/22,Short bodied mackerel,2057.262455,2022,Oct,01/10/22
01/10/22,Mackerel scad,7254.289412,2022,Oct,01/10/22
01/10/22,Snapper/seaperch,1464.156582,2022,Oct,01/10/22
01/10/22,Tuna/Bonito/Other Mackerel,273.5490229,2022,Oct,01/10/22
01/11/22,Long tom,3.126162745,2022,Nov,01/11/22
01/11/22,Jacks/Trevally/Other Scad,580.4219388,2022,Nov,01/11/22
01/11/22,Fusilier,1.720965867,2022,Nov,01/11/22
01/11/22,Sardines/pilchards,2481.358266,2022,Nov,01/11/22
01/11/22,Flying fish,146.1787249,2022,Nov,01/11/22
01/11/22,Garfish,48.69776884,2022,Nov,01/11/22
01/11/22,Jobfish,164.9524631,2022,Nov,01/11/22
01/11/22,Moonfish,22.96818668,2022,Nov,01/11/22
01/11/22,Other,1967.874192,2022,Nov,01/11/22
01/11/22,Short bodied mackerel,2878.809775,2022,Nov,01/11/22
01/11/22,Mackerel scad,6252.065729,2022,Nov,01/11/22
01/11/22,Snapper/seaperch,2751.024055,2022,Nov,01/11/22
01/11/22,Tuna/Bonito/Other Mackerel,242.5000797,2022,Nov,01/11/22
01/12/22,Long tom,3.787585704,2022,Dec,01/12/22
01/12/22,Jacks/Trevally/Other Scad,344.5783786,2022,Dec,01/12/22
01/12/22,Fusilier,0.992386823,2022,Dec,01/12/22
01/12/22,Sardines/pilchards,1359.580992,2022,Dec,01/12/22
01/12/22,Flying fish,107.0202903,2022,Dec,01/12/22
01/12/22,Garfish,42.82838819,2022,Dec,01/12/22
01/12/22,Jobfish,99.4690304,2022,Dec,01/12/22
01/12/22,Moonfish,21.37074028,2022,Dec,01/12/22
01/12/22,Other,1255.371494,2022,Dec,01/12/22
01/12/22,Short bodied mackerel,1511.565117,2022,Dec,01/12/22
01/12/22,Mackerel scad,8371.914384,2022,Dec,01/12/22
01/12/22,Snapper/seaperch,2175.138675,2022,Dec,01/12/22
01/12/22,Tuna/Bonito/Other Mackerel,198.313796,2022,Dec,01/12/22
01/01/23,Long tom,5.898694851,2023,Jan,01/01/23
01/01/23,Jacks/Trevally/Other Scad,477.2385806,2023,Jan,01/01/23
01/01/23,Fusilier,1.079785194,2023,Jan,01/01/23
01/01/23,Sardines/pilchards,3750.210285,2023,Jan,01/01/23
01/01/23,Flying fish,348.1330869,2023,Jan,01/01/23
01/01/23,Garfish,25.37223533,2023,Jan,01/01/23
01/01/23,Jobfish,121.353378,2023,Jan,01/01/23
01/01/23,Moonfish,7.994664848,2023,Jan,01/01/23
01/01/23,Other,1103.633486,2023,Jan,01/01/23
01/01/23,Short bodied mackerel,1621.968376,2023,Jan,01/01/23
01/01/23,Mackerel scad,3831.396386,2023,Jan,01/01/23
01/01/23,Snapper/seaperch,1581.660128,2023,Jan,01/01/23
01/01/23,Tuna/Bonito/Other Mackerel,422.2762555,2023,Jan,01/01/23
01/02/23,Long tom,3.05739055,2023,Feb,01/02/23
01/02/23,Jacks/Trevally/Other Scad,610.3804633,2023,Feb,01/02/23
01/02/23,Fusilier,0.750042912,2023,Feb,01/02/23
01/02/23,Sardines/pilchards,3685.478549,2023,Feb,01/02/23
01/02/23,Flying fish,358.3223357,2023,Feb,01/02/23
01/02/23,Garfish,55.67309157,2023,Feb,01/02/23
01/02/23,Jobfish,96.28839112,2023,Feb,01/02/23
01/02/23,Moonfish,13.89988196,2023,Feb,01/02/23
01/02/23,Other,846.3087125,2023,Feb,01/02/23
01/02/23,Short bodied mackerel,1209.196725,2023,Feb,01/02/23
01/02/23,Mackerel scad,5312.566262,2023,Feb,01/02/23
01/02/23,Snapper/seaperch,1181.60258,2023,Feb,01/02/23
01/02/23,Tuna/Bonito/Other Mackerel,334.6432621,2023,Feb,01/02/23
01/03/23,Long tom,2.460097443,2023,Mar,01/03/23
01/03/23,Jacks/Trevally/Other Scad,525.0549821,2023,Mar,01/03/23
01/03/23,Fusilier,0.672527987,2023,Mar,01/03/23
01/03/23,Sardines/pilchards,3926.621637,2023,Mar,01/03/23
01/03/23,Flying fish,283.0537072,2023,Mar,01/03/23
01/03/23,Garfish,34.7630071,2023,Mar,01/03/23
01/03/23,Jobfish,116.9025276,2023,Mar,01/03/23
01/03/23,Moonfish,14.93267332,2023,Mar,01/03/23
01/03/23,Other,1046.517417,2023,Mar,01/03/23
01/03/23,Short bodied mackerel,1247.047122,2023,Mar,01/03/23
01/03/23,Mackerel scad,5190.585939,2023,Mar,01/03/23
01/03/23,Snapper/seaperch,1359.142789,2023,Mar,01/03/23
01/03/23,Tuna/Bonito/Other Mackerel,373.4392151,2023,Mar,01/03/23
01/04/23,Long tom,2.692531704,2023,Apr,01/04/23
01/04/23,Jacks/Trevally/Other Scad,368.1804429,2023,Apr,01/04/23
01/04/23,Fusilier,0.911125035,2023,Apr,01/04/23
01/04/23,Sardines/pilchards,2168.58706,2023,Apr,01/04/23
01/04/23,Flying fish,164.6662688,2023,Apr,01/04/23
01/04/23,Garfish,53.86515817,2023,Apr,01/04/23
01/04/23,Jobfish,134.203089,2023,Apr,01/04/23
01/04/23,Moonfish,5.340464278,2023,Apr,01/04/23
01/04/23,Other,1059.548935,2023,Apr,01/04/23
01/04/23,Short bodied mackerel,1096.555943,2023,Apr,01/04/23
01/04/23,Mackerel scad,4563.677619,2023,Apr,01/04/23
01/04/23,Snapper/seaperch,1175.147932,2023,Apr,01/04/23
01/04/23,Tuna/Bonito/Other Mackerel,277.6706883,2023,Apr,01/04/23
01/05/23,Long tom,3.12245699,2023,May,01/05/23
01/05/23,Jacks/Trevally/Other Scad,392.3439304,2023,May,01/05/23
01/05/23,Fusilier,0.909941856,2023,May,01/05/23
01/05/23,Sardines/pilchards,2826.195995,2023,May,01/05/23
01/05/23,Flying fish,210.945569,2023,May,01/05/23
01/05/23,Garfish,35.63158121,2023,May,01/05/23
01/05/23,Jobfish,129.1600834,2023,May,01/05/23
01/05/23,Moonfish,18.42247107,2023,May,01/05/23
01/05/23,Other,1330.305363,2023,May,01/05/23
01/05/23,Short bodied mackerel,1100.082093,2023,May,01/05/23
01/05/23,Mackerel scad,4862.999248,2023,May,01/05/23
01/05/23,Snapper/seaperch,1403.922378,2023,May,01/05/23
01/05/23,Tuna/Bonito/Other Mackerel,329.4560546,2023,May,01/05/23
01/06/23,Long tom,3.808870593,2023,Jun,01/06/23
01/06/23,Jacks/Trevally/Other Scad,305.8005976,2023,Jun,01/06/23
01/06/23,Fusilier,0.96796789,2023,Jun,01/06/23
01/06/23,Sardines/pilchards,1968.258311,2023,Jun,01/06/23
01/06/23,Flying fish,125.6386365,2023,Jun,01/06/23
01/06/23,Garfish,52.98525075,2023,Jun,01/06/23
01/06/23,Jobfish,103.7005929,2023,Jun,01/06/23
01/06/23,Moonfish,8.236565156,2023,Jun,01/06/23
01/06/23,Other,1313.259626,2023,Jun,01/06/23
01/06/23,Short bodied mackerel,1523.400643,2023,Jun,01/06/23
01/06/23,Mackerel scad,6241.314731,2023,Jun,01/06/23
01/06/23,Snapper/seaperch,1735.609742,2023,Jun,01/06/23
01/06/23,Tuna/Bonito/Other Mackerel,227.8511288,2023,Jun,01/06/23
01/07/23,Long tom,0,2023,Jul,01/07/23
01/07/23,Jacks/Trevally/Other Scad,137.3506758,2023,Jul,01/07/23
01/07/23,Fusilier,0,2023,Jul,01/07/23
01/07/23,Sardines/pilchards,0,2023,Jul,01/07/23
01/07/23,Flying fish,0,2023,Jul,01/07/23
01/07/23,Garfish,0,2023,Jul,01/07/23
01/07/23,Jobfish,0,2023,Jul,01/07/23
01/07/23,Moonfish,0,2023,Jul,01/07/23
01/07/23,Other,1910.013,2023,Jul,01/07/23
01/07/23,Short bodied mackerel,8296.069928,2023,Jul,01/07/23
01/07/23,Mackerel scad,3073.981785,2023,Jul,01/07/23
01/07/23,Snapper/seaperch,3296.164495,2023,Jul,01/07/23
01/07/23,Tuna/Bonito/Other Mackerel,0,2023,Jul,01/07/23
01/08/23,Long tom,0,2023,Aug,01/08/23
01/08/23,Jacks/Trevally/Other Scad,0,2023,Aug,01/08/23
01/08/23,Fusilier,0,2023,Aug,01/08/23
01/08/23,Sardines/pilchards,0,2023,Aug,01/08/23
01/08/23,Flying fish,0,2023,Aug,01/08/23
01/08/23,Garfish,0,2023,Aug,01/08/23
01/08/23,Jobfish,0,2023,Aug,01/08/23
01/08/23,Moonfish,0,2023,Aug,01/08/23
01/08/23,Other,0,2023,Aug,01/08/23
01/08/23,Short bodied mackerel,0,2023,Aug,01/08/23
01/08/23,Mackerel scad,0,2023,Aug,01/08/23
01/08/23,Snapper/seaperch,15124.94364,2023,Aug,01/08/23
01/08/23,Tuna/Bonito/Other Mackerel,0,2023,Aug,01/08/23
01/09/23,Long tom,0,2023,Sep,01/09/23
01/09/23,Jacks/Trevally/Other Scad,0,2023,Sep,01/09/23
01/09/23,Fusilier,0,2023,Sep,01/09/23
01/09/23,Sardines/pilchards,127.0864161,2023,Sep,01/09/23
01/09/23,Flying fish,0,2023,Sep,01/09/23
01/09/23,Garfish,0,2023,Sep,01/09/23
01/09/23,Jobfish,325.8541401,2023,Sep,01/09/23
01/09/23,Moonfish,0,2023,Sep,01/09/23
01/09/23,Other,704.8660012,2023,Sep,01/09/23
01/09/23,Short bodied mackerel,0,2023,Sep,01/09/23
01/09/23,Mackerel scad,11148.83058,2023,Sep,01/09/23
01/09/23,Snapper/seaperch,169.1182332,2023,Sep,01/09/23
01/09/23,Tuna/Bonito/Other Mackerel,0,2023,Sep,01/09/23
01/10/23,Long tom,0,2023,Oct,01/10/23
01/10/23,Jacks/Trevally/Other Scad,0,2023,Oct,01/10/23
01/10/23,Fusilier,0,2023,Oct,01/10/23
01/10/23,Sardines/pilchards,0,2023,Oct,01/10/23
01/10/23,Flying fish,0,2023,Oct,01/10/23
01/10/23,Garfish,0,2023,Oct,01/10/23
01/10/23,Jobfish,0,2023,Oct,01/10/23
01/10/23,Moonfish,0,2023,Oct,01/10/23
01/10/23,Other,1565.389698,2023,Oct,01/10/23
01/10/23,Short bodied mackerel,5288.884586,2023,Oct,01/10/23
01/10/23,Mackerel scad,7516.755135,2023,Oct,01/10/23
01/10/23,Snapper/seaperch,936.4106478,2023,Oct,01/10/23
01/10/23,Tuna/Bonito/Other Mackerel,74.51003075,2023,Oct,01/10/23
01/01/19,Long tom,0.116092655,2019,Jan,01/01/19
01/01/19,Jacks/Trevally/Other Scad,83.05778304,2019,Jan,01/01/19
01/01/19,Sardines/pilchards,20.82683397,2019,Jan,01/01/19
01/01/19,Other,77.18456754,2019,Jan,01/01/19
01/01/19,Short bodied mackerel,1.211210916,2019,Jan,01/01/19
01/01/19,Mackerel scad,10.98967005,2019,Jan,01/01/19
01/01/19,Snapper/seaperch,128.6191281,2019,Jan,01/01/19
01/01/19,Tuna/Bonito/Other Mackerel,35.13116889,2019,Jan,01/01/19
01/02/19,Long tom,0.211885606,2019,Feb,01/02/19
01/02/19,Jacks/Trevally/Other Scad,64.25262431,2019,Feb,01/02/19
01/02/19,Sardines/pilchards,18.28374231,2019,Feb,01/02/19
01/02/19,Other,49.89414336,2019,Feb,01/02/19
01/02/19,Short bodied mackerel,1.037733355,2019,Feb,01/02/19
01/02/19,Mackerel scad,7.778025689,2019,Feb,01/02/19
01/02/19,Snapper/seaperch,133.7074166,2019,Feb,01/02/19
01/02/19,Tuna/Bonito/Other Mackerel,35.05216317,2019,Feb,01/02/19
01/03/19,Long tom,0.192538543,2019,Mar,01/03/19
01/03/19,Jacks/Trevally/Other Scad,87.0062758,2019,Mar,01/03/19
01/03/19,Sardines/pilchards,35.11310227,2019,Mar,01/03/19
01/03/19,Other,87.72652895,2019,Mar,01/03/19
01/03/19,Short bodied mackerel,1.021434976,2019,Mar,01/03/19
01/03/19,Mackerel scad,10.61261045,2019,Mar,01/03/19
01/03/19,Snapper/seaperch,128.8790209,2019,Mar,01/03/19
01/03/19,Tuna/Bonito/Other Mackerel,18.92313827,2019,Mar,01/03/19
01/04/19,Long tom,0.228631777,2019,Apr,01/04/19
01/04/19,Jacks/Trevally/Other Scad,87.92524572,2019,Apr,01/04/19
01/04/19,Sardines/pilchards,35.5766336,2019,Apr,01/04/19
01/04/19,Other,50.4716524,2019,Apr,01/04/19
01/04/19,Short bodied mackerel,1.038749889,2019,Apr,01/04/19
01/04/19,Mackerel scad,32.65713589,2019,Apr,01/04/19
01/04/19,Snapper/seaperch,132.2696693,2019,Apr,01/04/19
01/04/19,Tuna/Bonito/Other Mackerel,34.69814936,2019,Apr,01/04/19
01/05/19,Long tom,0,2019,May,01/05/19
01/05/19,Jacks/Trevally/Other Scad,350.51196,2019,May,01/05/19
01/05/19,Sardines/pilchards,42.31062021,2019,May,01/05/19
01/05/19,Other,16.73281276,2019,May,01/05/19
01/05/19,Short bodied mackerel,0,2019,May,01/05/19
01/05/19,Mackerel scad,0,2019,May,01/05/19
01/05/19,Snapper/seaperch,0,2019,May,01/05/19
01/05/19,Tuna/Bonito/Other Mackerel,0,2019,May,01/05/19
01/06/19,Long tom,0,2019,Jun,01/06/19
01/06/19,Jacks/Trevally/Other Scad,132.5438519,2019,Jun,01/06/19
01/06/19,Sardines/pilchards,157.3969779,2019,Jun,01/06/19
01/06/19,Other,311.7357863,2019,Jun,01/06/19
01/06/19,Short bodied mackerel,0,2019,Jun,01/06/19
01/06/19,Mackerel scad,0,2019,Jun,01/06/19
01/06/19,Snapper/seaperch,0,2019,Jun,01/06/19
01/06/19,Tuna/Bonito/Other Mackerel,0,2019,Jun,01/06/19
01/07/19,Long tom,0,2019,Jul,01/07/19
01/07/19,Jacks/Trevally/Other Scad,252.3356126,2019,Jul,01/07/19
01/07/19,Sardines/pilchards,362.106735,2019,Jul,01/07/19
01/07/19,Other,271.8843485,2019,Jul,01/07/19
01/07/19,Short bodied mackerel,0,2019,Jul,01/07/19
01/07/19,Mackerel scad,329.479272,2019,Jul,01/07/19
01/07/19,Snapper/seaperch,0,2019,Jul,01/07/19
01/07/19,Tuna/Bonito/Other Mackerel,213.9304927,2019,Jul,01/07/19
01/08/19,Long tom,0,2019,Aug,01/08/19
01/08/19,Jacks/Trevally/Other Scad,309.2882594,2019,Aug,01/08/19
01/08/19,Sardines/pilchards,435.0302734,2019,Aug,01/08/19
01/08/19,Other,0,2019,Aug,01/08/19
01/08/19,Short bodied mackerel,0,2019,Aug,01/08/19
01/08/19,Mackerel scad,0,2019,Aug,01/08/19
01/08/19,Snapper/seaperch,0,2019,Aug,01/08/19
01/08/19,Tuna/Bonito/Other Mackerel,0,2019,Aug,01/08/19
01/09/19,Long tom,42.03606616,2019,Sep,01/09/19
01/09/19,Jacks/Trevally/Other Scad,312.4736502,2019,Sep,01/09/19
01/09/19,Sardines/pilchards,105.916918,2019,Sep,01/09/19
01/09/19,Other,151.3522096,2019,Sep,01/09/19
01/09/19,Short bodied mackerel,0,2019,Sep,01/09/19
01/09/19,Mackerel scad,26.05747779,2019,Sep,01/09/19
01/09/19,Snapper/seaperch,0,2019,Sep,01/09/19
01/09/19,Tuna/Bonito/Other Mackerel,0,2019,Sep,01/09/19
01/10/19,Long tom,0,2019,Oct,01/10/19
01/10/19,Jacks/Trevally/Other Scad,0,2019,Oct,01/10/19
01/10/19,Sardines/pilchards,134.5000253,2019,Oct,01/10/19
01/10/19,Other,1003.703357,2019,Oct,01/10/19
01/10/19,Short bodied mackerel,0,2019,Oct,01/10/19
01/10/19,Mackerel scad,0,2019,Oct,01/10/19
01/10/19,Snapper/seaperch,0,2019,Oct,01/10/19
01/10/19,Tuna/Bonito/Other Mackerel,0,2019,Oct,01/10/19
01/11/19,Long tom,23.22789606,2019,Nov,01/11/19
01/11/19,Jacks/Trevally/Other Scad,522.7923972,2019,Nov,01/11/19
01/11/19,Sardines/pilchards,454.8815646,2019,Nov,01/11/19
01/11/19,Other,3680.407932,2019,Nov,01/11/19
01/11/19,Short bodied mackerel,0,2019,Nov,01/11/19
01/11/19,Mackerel scad,0,2019,Nov,01/11/19
01/11/19,Snapper/seaperch,0,2019,Nov,01/11/19
01/11/19,Tuna/Bonito/Other Mackerel,0,2019,Nov,01/11/19
01/12/19,Long tom,0,2019,Dec,01/12/19
01/12/19,Jacks/Trevally/Other Scad,0,2019,Dec,01/12/19
01/12/19,Sardines/pilchards,1113.574847,2019,Dec,01/12/19
01/12/19,Other,797.1913257,2019,Dec,01/12/19
01/12/19,Short bodied mackerel,0,2019,Dec,01/12/19
01/12/19,Mackerel scad,1548.226026,2019,Dec,01/12/19
01/12/19,Snapper/seaperch,0,2019,Dec,01/12/19
01/12/19,Tuna/Bonito/Other Mackerel,0,2019,Dec,01/12/19
01/01/20,Long tom,0,2020,Jan,01/01/20
01/01/20,Jacks/Trevally/Other Scad,1845.099646,2020,Jan,01/01/20
01/01/20,Sardines/pilchards,0,2020,Jan,01/01/20
01/01/20,Other,9045.625389,2020,Jan,01/01/20
01/01/20,Short bodied mackerel,239.6481451,2020,Jan,01/01/20
01/01/20,Mackerel scad,0,2020,Jan,01/01/20
01/01/20,Snapper/seaperch,448.7686897,2020,Jan,01/01/20
01/01/20,Tuna/Bonito/Other Mackerel,0,2020,Jan,01/01/20
01/02/20,Long tom,0,2020,Feb,01/02/20
01/02/20,Jacks/Trevally/Other Scad,8017.764199,2020,Feb,01/02/20
01/02/20,Sardines/pilchards,0,2020,Feb,01/02/20
01/02/20,Other,0,2020,Feb,01/02/20
01/02/20,Short bodied mackerel,0,2020,Feb,01/02/20
01/02/20,Mackerel scad,0,2020,Feb,01/02/20
01/02/20,Snapper/seaperch,0,2020,Feb,01/02/20
01/02/20,Tuna/Bonito/Other Mackerel,0,2020,Feb,01/02/20
01/03/20,Long tom,0,2020,Mar,01/03/20
01/03/20,Jacks/Trevally/Other Scad,2753.410154,2020,Mar,01/03/20
01/03/20,Sardines/pilchards,1192.252524,2020,Mar,01/03/20
01/03/20,Other,0,2020,Mar,01/03/20
01/03/20,Short bodied mackerel,0,2020,Mar,01/03/20
