date,group,catch_kg,year,month,year_month
01/10/19,Jacks/Trevally/Other Scad,125.3766628,2019,Oct,01/10/19
01/10/19,Sardines/pilchards,143.1178076,2019,Oct,01/10/19
01/10/19,Flying fish,0,2019,Oct,01/10/19
01/10/19,Garfish,177.3632177,2019,Oct,01/10/19
01/10/19,Other,0,2019,Oct,01/10/19
01/10/19,Mackerel scad,1352.595649,2019,Oct,01/10/19
01/10/19,Snapper/seaperch,0,2019,Oct,01/10/19
01/10/19,Tuna/Bonito/Other Mackerel,0,2019,Oct,01/10/19
01/11/19,Long tom,29.98191385,2019,Nov,01/11/19
01/11/19,Jacks/Trevally/Other Scad,17.73917143,2019,Nov,01/11/19
01/11/19,Sardines/pilchards,550.2923578,2019,Nov,01/11/19
01/11/19,Flying fish,0,2019,Nov,01/11/19
01/11/19,Garfish,51.79496276,2019,Nov,01/11/19
01/11/19,Other,1003.95339,2019,Nov,01/11/19
01/11/19,Mackerel scad,325.8711406,2019,Nov,01/11/19
01/11/19,Snapper/seaperch,0,2019,Nov,01/11/19
01/11/19,Tuna/Bonito/Other Mackerel,0,2019,Nov,01/11/19
01/12/19,Long tom,0,2019,Dec,01/12/19
01/12/19,Jacks/Trevally/Other Scad,0,2019,Dec,01/12/19
01/12/19,Sardines/pilchards,627.0290716,2019,Dec,01/12/19
01/12/19,Flying fish,0,2019,Dec,01/12/19
01/12/19,Garfish,234.0196902,2019,Dec,01/12/19
01/12/19,Other,0,2019,Dec,01/12/19
01/12/19,Mackerel scad,1861.886599,2019,Dec,01/12/19
01/12/19,Snapper/seaperch,0,2019,Dec,01/12/19
01/12/19,Tuna/Bonito/Other Mackerel,0,2019,Dec,01/12/19
01/01/20,Long tom,0,2020,Jan,01/01/20
01/01/20,Jacks/Trevally/Other Scad,0,2020,Jan,01/01/20
01/01/20,Sardines/pilchards,512.8251885,2020,Jan,01/01/20
01/01/20,Flying fish,0,2020,Jan,01/01/20
01/01/20,Garfish,0,2020,Jan,01/01/20
01/01/20,Other,0,2020,Jan,01/01/20
01/01/20,Mackerel scad,3329.14629,2020,Jan,01/01/20
01/01/20,Snapper/seaperch,0,2020,Jan,01/01/20
01/01/20,Tuna/Bonito/Other Mackerel,0,2020,Jan,01/01/20
01/02/20,Long tom,0,2020,Feb,01/02/20
01/02/20,Jacks/Trevally/Other Scad,0,2020,Feb,01/02/20
01/02/20,Sardines/pilchards,2086.459086,2020,Feb,01/02/20
01/02/20,Flying fish,0,2020,Feb,01/02/20
01/02/20,Garfish,0,2020,Feb,01/02/20
01/02/20,Other,836.3313405,2020,Feb,01/02/20
01/02/20,Mackerel scad,1195.495906,2020,Feb,01/02/20
01/02/20,Snapper/seaperch,0,2020,Feb,01/02/20
01/02/20,Tuna/Bonito/Other Mackerel,71.24788968,2020,Feb,01/02/20
01/03/20,Long tom,0,2020,Mar,01/03/20
01/03/20,Jacks/Trevally/Other Scad,0,2020,Mar,01/03/20
01/03/20,Sardines/pilchards,1960.645845,2020,Mar,01/03/20
01/03/20,Flying fish,0,2020,Mar,01/03/20
01/03/20,Garfish,0,2020,Mar,01/03/20
01/03/20,Other,656.8667284,2020,Mar,01/03/20
01/03/20,Mackerel scad,493.2920394,2020,Mar,01/03/20
01/03/20,Snapper/seaperch,0,2020,Mar,01/03/20
01/03/20,Tuna/Bonito/Other Mackerel,561.6882665,2020,Mar,01/03/20
01/04/20,Long tom,0,2020,Apr,01/04/20
01/04/20,Jacks/Trevally/Other Scad,0,2020,Apr,01/04/20
01/04/20,Sardines/pilchards,2017.914427,2020,Apr,01/04/20
01/04/20,Flying fish,0,2020,Apr,01/04/20
01/04/20,Garfish,0,2020,Apr,01/04/20
01/04/20,Other,819.7328399,2020,Apr,01/04/20
01/04/20,Mackerel scad,198.6578925,2020,Apr,01/04/20
01/04/20,Snapper/seaperch,0,2020,Apr,01/04/20
01/04/20,Tuna/Bonito/Other Mackerel,1189.859816,2020,Apr,01/04/20
01/05/20,Long tom,3.821876076,2020,May,01/05/20
01/05/20,Jacks/Trevally/Other Scad,146.4094254,2020,May,01/05/20
01/05/20,Sardines/pilchards,2794.18457,2020,May,01/05/20
01/05/20,Flying fish,13.67548185,2020,May,01/05/20
01/05/20,Garfish,191.3176047,2020,May,01/05/20
01/05/20,Other,236.9987237,2020,May,01/05/20
01/05/20,Mackerel scad,1461.671988,2020,May,01/05/20
01/05/20,Snapper/seaperch,123.7486021,2020,May,01/05/20
01/05/20,Tuna/Bonito/Other Mackerel,117.837532,2020,May,01/05/20
01/06/20,Long tom,3.787159755,2020,Jun,01/06/20
01/06/20,Jacks/Trevally/Other Scad,124.3166017,2020,Jun,01/06/20
01/06/20,Sardines/pilchards,2694.570827,2020,Jun,01/06/20
01/06/20,Flying fish,9.365327578,2020,Jun,01/06/20
01/06/20,Garfish,164.5582701,2020,Jun,01/06/20
01/06/20,Other,242.1077046,2020,Jun,01/06/20
01/06/20,Mackerel scad,1537.358279,2020,Jun,01/06/20
01/06/20,Snapper/seaperch,219.5798492,2020,Jun,01/06/20
01/06/20,Tuna/Bonito/Other Mackerel,94.25803076,2020,Jun,01/06/20
01/07/20,Long tom,3.087049998,2020,Jul,01/07/20
01/07/20,Jacks/Trevally/Other Scad,149.4850617,2020,Jul,01/07/20
01/07/20,Sardines/pilchards,1648.317497,2020,Jul,01/07/20
01/07/20,Flying fish,8.6867516,2020,Jul,01/07/20
01/07/20,Garfish,124.6401727,2020,Jul,01/07/20
01/07/20,Other,195.8399519,2020,Jul,01/07/20
01/07/20,Mackerel scad,1510.9347,2020,Jul,01/07/20
01/07/20,Snapper/seaperch,83.37829761,2020,Jul,01/07/20
01/07/20,Tuna/Bonito/Other Mackerel,145.5694127,2020,Jul,01/07/20
01/08/20,Long tom,0,2020,Aug,01/08/20
01/08/20,Jacks/Trevally/Other Scad,1102.244495,2020,Aug,01/08/20
01/08/20,Sardines/pilchards,0,2020,Aug,01/08/20
01/08/20,Flying fish,0,2020,Aug,01/08/20
01/08/20,Garfish,0,2020,Aug,01/08/20
01/08/20,Other,0,2020,Aug,01/08/20
01/08/20,Mackerel scad,1957.132836,2020,Aug,01/08/20
01/08/20,Snapper/seaperch,0,2020,Aug,01/08/20
01/08/20,Tuna/Bonito/Other Mackerel,0,2020,Aug,01/08/20
01/09/20,Long tom,0,2020,Sep,01/09/20
01/09/20,Jacks/Trevally/Other Scad,0,2020,Sep,01/09/20
01/09/20,Sardines/pilchards,9.278344285,2020,Sep,01/09/20
01/09/20,Flying fish,0,2020,Sep,01/09/20
01/09/20,Garfish,0,2020,Sep,01/09/20
01/09/20,Other,0,2020,Sep,01/09/20
01/09/20,Mackerel scad,3942.713736,2020,Sep,01/09/20
01/09/20,Snapper/seaperch,0,2020,Sep,01/09/20
01/09/20,Tuna/Bonito/Other Mackerel,0,2020,Sep,01/09/20
01/10/20,Long tom,0,2020,Oct,01/10/20
01/10/20,Jacks/Trevally/Other Scad,0,2020,Oct,01/10/20
01/10/20,Sardines/pilchards,593.6998482,2020,Oct,01/10/20
01/10/20,Flying fish,0,2020,Oct,01/10/20
01/10/20,Garfish,0,2020,Oct,01/10/20
01/10/20,Other,219.8051083,2020,Oct,01/10/20
01/10/20,Mackerel scad,821.6125697,2020,Oct,01/10/20
01/10/20,Snapper/seaperch,0,2020,Oct,01/10/20
01/10/20,Tuna/Bonito/Other Mackerel,0,2020,Oct,01/10/20
01/11/20,Long tom,0,2020,Nov,01/11/20
01/11/20,Jacks/Trevally/Other Scad,0,2020,Nov,01/11/20
01/11/20,Sardines/pilchards,123.0272886,2020,Nov,01/11/20
01/11/20,Flying fish,0,2020,Nov,01/11/20
01/11/20,Garfish,0,2020,Nov,01/11/20
01/11/20,Other,0,2020,Nov,01/11/20
01/11/20,Mackerel scad,2357.076196,2020,Nov,01/11/20
01/11/20,Snapper/seaperch,0,2020,Nov,01/11/20
01/11/20,Tuna/Bonito/Other Mackerel,23.1917864,2020,Nov,01/11/20
01/12/20,Long tom,0,2020,Dec,01/12/20
01/12/20,Jacks/Trevally/Other Scad,0,2020,Dec,01/12/20
01/12/20,Sardines/pilchards,2416.718983,2020,Dec,01/12/20
01/12/20,Flying fish,0,2020,Dec,01/12/20
01/12/20,Garfish,0,2020,Dec,01/12/20
01/12/20,Other,193.1326275,2020,Dec,01/12/20
01/12/20,Mackerel scad,1186.01359,2020,Dec,01/12/20
01/12/20,Snapper/seaperch,0,2020,Dec,01/12/20
01/12/20,Tuna/Bonito/Other Mackerel,0,2020,Dec,01/12/20
01/01/21,Long tom,0,2021,Jan,01/01/21
01/01/21,Jacks/Trevally/Other Scad,0,2021,Jan,01/01/21
01/01/21,Sardines/pilchards,6726.022908,2021,Jan,01/01/21
01/01/21,Flying fish,0,2021,Jan,01/01/21
01/01/21,Garfish,0,2021,Jan,01/01/21
01/01/21,Other,0,2021,Jan,01/01/21
01/01/21,Mackerel scad,0,2021,Jan,01/01/21
01/01/21,Snapper/seaperch,0,2021,Jan,01/01/21
01/01/21,Tuna/Bonito/Other Mackerel,0,2021,Jan,01/01/21
01/02/21,Long tom,0,2021,Feb,01/02/21
01/02/21,Jacks/Trevally/Other Scad,0,2021,Feb,01/02/21
01/02/21,Sardines/pilchards,4321.843749,2021,Feb,01/02/21
01/02/21,Flying fish,0,2021,Feb,01/02/21
01/02/21,Garfish,0,2021,Feb,01/02/21
01/02/21,Other,0,2021,Feb,01/02/21
01/02/21,Mackerel scad,0,2021,Feb,01/02/21
01/02/21,Snapper/seaperch,0,2021,Feb,01/02/21
01/02/21,Tuna/Bonito/Other Mackerel,0,2021,Feb,01/02/21
01/03/21,Long tom,0,2021,Mar,01/03/21
01/03/21,Jacks/Trevally/Other Scad,0,2021,Mar,01/03/21
01/03/21,Sardines/pilchards,8340.646489,2021,Mar,01/03/21
01/03/21,Flying fish,0,2021,Mar,01/03/21
01/03/21,Garfish,0,2021,Mar,01/03/21
01/03/21,Other,244.549767,2021,Mar,01/03/21
01/03/21,Mackerel scad,92.7726884,2021,Mar,01/03/21
01/03/21,Snapper/seaperch,0,2021,Mar,01/03/21
01/03/21,Tuna/Bonito/Other Mackerel,0,2021,Mar,01/03/21
01/04/21,Long tom,0,2021,Apr,01/04/21
01/04/21,Jacks/Trevally/Other Scad,84.67790515,2021,Apr,01/04/21
01/04/21,Sardines/pilchards,12280.55508,2021,Apr,01/04/21
01/04/21,Flying fish,0,2021,Apr,01/04/21
01/04/21,Garfish,0,2021,Apr,01/04/21
01/04/21,Other,103.5267095,2021,Apr,01/04/21
01/04/21,Mackerel scad,0,2021,Apr,01/04/21
01/04/21,Snapper/seaperch,0,2021,Apr,01/04/21
01/04/21,Tuna/Bonito/Other Mackerel,114.7268267,2021,Apr,01/04/21
01/05/21,Long tom,0,2021,May,01/05/21
01/05/21,Jacks/Trevally/Other Scad,447.7220544,2021,May,01/05/21
01/05/21,Sardines/pilchards,2760.956526,2021,May,01/05/21
01/05/21,Flying fish,0,2021,May,01/05/21
01/05/21,Garfish,0,2021,May,01/05/21
01/05/21,Other,214.9999604,2021,May,01/05/21
01/05/21,Mackerel scad,624.3657693,2021,May,01/05/21
01/05/21,Snapper/seaperch,0,2021,May,01/05/21
01/05/21,Tuna/Bonito/Other Mackerel,0,2021,May,01/05/21
01/06/21,Long tom,0,2021,Jun,01/06/21
01/06/21,Jacks/Trevally/Other Scad,0,2021,Jun,01/06/21
01/06/21,Sardines/pilchards,6954.601361,2021,Jun,01/06/21
01/06/21,Flying fish,0,2021,Jun,01/06/21
01/06/21,Garfish,0,2021,Jun,01/06/21
01/06/21,Other,0,2021,Jun,01/06/21
01/06/21,Mackerel scad,126.5673873,2021,Jun,01/06/21
01/06/21,Snapper/seaperch,0,2021,Jun,01/06/21
01/06/21,Tuna/Bonito/Other Mackerel,0,2021,Jun,01/06/21
01/07/21,Long tom,0,2021,Jul,01/07/21
01/07/21,Jacks/Trevally/Other Scad,0,2021,Jul,01/07/21
01/07/21,Sardines/pilchards,631.8484997,2021,Jul,01/07/21
01/07/21,Flying fish,0,2021,Jul,01/07/21
01/07/21,Garfish,0,2021,Jul,01/07/21
01/07/21,Other,0,2021,Jul,01/07/21
01/07/21,Mackerel scad,4270.428061,2021,Jul,01/07/21
01/07/21,Snapper/seaperch,0,2021,Jul,01/07/21
01/07/21,Tuna/Bonito/Other Mackerel,0,2021,Jul,01/07/21
01/08/21,Long tom,4.243105899,2021,Aug,01/08/21
01/08/21,Jacks/Trevally/Other Scad,0,2021,Aug,01/08/21
01/08/21,Sardines/pilchards,61.11989491,2021,Aug,01/08/21
01/08/21,Flying fish,0,2021,Aug,01/08/21
01/08/21,Garfish,0,2021,Aug,01/08/21
01/08/21,Other,46.18266065,2021,Aug,01/08/21
01/08/21,Mackerel scad,5348.988687,2021,Aug,01/08/21
01/08/21,Snapper/seaperch,0,2021,Aug,01/08/21
01/08/21,Tuna/Bonito/Other Mackerel,0,2021,Aug,01/08/21
01/09/21,Long tom,0,2021,Sep,01/09/21
01/09/21,Jacks/Trevally/Other Scad,0,2021,Sep,01/09/21
01/09/21,Sardines/pilchards,0,2021,Sep,01/09/21
01/09/21,Flying fish,0,2021,Sep,01/09/21
01/09/21,Garfish,0,2021,Sep,01/09/21
01/09/21,Other,1510.738353,2021,Sep,01/09/21
01/09/21,Mackerel scad,3296.320178,2021,Sep,01/09/21
01/09/21,Snapper/seaperch,0,2021,Sep,01/09/21
01/09/21,Tuna/Bonito/Other Mackerel,0,2021,Sep,01/09/21
01/10/21,Long tom,5.87037426,2021,Oct,01/10/21
01/10/21,Jacks/Trevally/Other Scad,210.0072097,2021,Oct,01/10/21
01/10/21,Sardines/pilchards,818.1787047,2021,Oct,01/10/21
01/10/21,Flying fish,10.91082053,2021,Oct,01/10/21
01/10/21,Garfish,181.5325234,2021,Oct,01/10/21
01/10/21,Other,267.3619976,2021,Oct,01/10/21
01/10/21,Mackerel scad,1640.574942,2021,Oct,01/10/21
01/10/21,Snapper/seaperch,125.554245,2021,Oct,01/10/21
01/10/21,Tuna/Bonito/Other Mackerel,118.422097,2021,Oct,01/10/21
01/11/21,Long tom,4.618242294,2021,Nov,01/11/21
01/11/21,Jacks/Trevally/Other Scad,173.4601134,2021,Nov,01/11/21
01/11/21,Sardines/pilchards,711.9252114,2021,Nov,01/11/21
01/11/21,Flying fish,6.979609652,2021,Nov,01/11/21
01/11/21,Garfish,126.8104773,2021,Nov,01/11/21
01/11/21,Other,165.0280096,2021,Nov,01/11/21
01/11/21,Mackerel scad,1744.408101,2021,Nov,01/11/21
01/11/21,Snapper/seaperch,104.6350682,2021,Nov,01/11/21
01/11/21,Tuna/Bonito/Other Mackerel,94.9281182,2021,Nov,01/11/21
01/12/21,Long tom,3.140651951,2021,Dec,01/12/21
01/12/21,Jacks/Trevally/Other Scad,96.69868239,2021,Dec,01/12/21
01/12/21,Sardines/pilchards,558.2792922,2021,Dec,01/12/21
01/12/21,Flying fish,10.49776567,2021,Dec,01/12/21
01/12/21,Garfish,96.0326044,2021,Dec,01/12/21
01/12/21,Other,154.7978087,2021,Dec,01/12/21
01/12/21,Mackerel scad,1705.051596,2021,Dec,01/12/21
01/12/21,Snapper/seaperch,49.64936576,2021,Dec,01/12/21
01/12/21,Tuna/Bonito/Other Mackerel,80.0695327,2021,Dec,01/12/21
01/01/22,Long tom,4.580204478,2022,Jan,01/01/22
01/01/22,Jacks/Trevally/Other Scad,66.71850955,2022,Jan,01/01/22
01/01/22,Sardines/pilchards,5877.627856,2022,Jan,01/01/22
01/01/22,Flying fish,10.89357592,2022,Jan,01/01/22
01/01/22,Garfish,99.76888998,2022,Jan,01/01/22
01/01/22,Other,199.8947144,2022,Jan,01/01/22
01/01/22,Mackerel scad,581.8905128,2022,Jan,01/01/22
01/01/22,Snapper/seaperch,71.07174862,2022,Jan,01/01/22
01/01/22,Tuna/Bonito/Other Mackerel,82.64358026,2022,Jan,01/01/22
01/02/22,Long tom,3.719496784,2022,Feb,01/02/22
01/02/22,Jacks/Trevally/Other Scad,100.7509473,2022,Feb,01/02/22
01/02/22,Sardines/pilchards,5292.950377,2022,Feb,01/02/22
01/02/22,Flying fish,9.672419256,2022,Feb,01/02/22
01/02/22,Garfish,97.30577573,2022,Feb,01/02/22
01/02/22,Other,167.2824084,2022,Feb,01/02/22
01/02/22,Mackerel scad,778.5850989,2022,Feb,01/02/22
01/02/22,Snapper/seaperch,88.10254884,2022,Feb,01/02/22
01/02/22,Tuna/Bonito/Other Mackerel,106.6242069,2022,Feb,01/02/22
01/03/22,Long tom,3.618532392,2022,Mar,01/03/22
01/03/22,Jacks/Trevally/Other Scad,122.1445685,2022,Mar,01/03/22
01/03/22,Sardines/pilchards,4386.136347,2022,Mar,01/03/22
01/03/22,Flying fish,9.76481361,2022,Mar,01/03/22
01/03/22,Garfish,152.0891475,2022,Mar,01/03/22
01/03/22,Other,233.7975504,2022,Mar,01/03/22
01/03/22,Mackerel scad,1272.096981,2022,Mar,01/03/22
01/03/22,Snapper/seaperch,78.91649659,2022,Mar,01/03/22
01/03/22,Tuna/Bonito/Other Mackerel,91.30993744,2022,Mar,01/03/22
01/04/22,Long tom,5.401382133,2022,Apr,01/04/22
01/04/22,Jacks/Trevally/Other Scad,130.4230697,2022,Apr,01/04/22
01/04/22,Sardines/pilchards,2595.809551,2022,Apr,01/04/22
01/04/22,Flying fish,8.210227921,2022,Apr,01/04/22
01/04/22,Garfish,240.8778213,2022,Apr,01/04/22
01/04/22,Other,268.3070514,2022,Apr,01/04/22
01/04/22,Mackerel scad,2182.049527,2022,Apr,01/04/22
01/04/22,Snapper/seaperch,181.9920323,2022,Apr,01/04/22
01/04/22,Tuna/Bonito/Other Mackerel,119.5379475,2022,Apr,01/04/22
01/05/22,Long tom,5.33203924,2022,May,01/05/22
01/05/22,Jacks/Trevally/Other Scad,143.7093885,2022,May,01/05/22
01/05/22,Sardines/pilchards,2616.390708,2022,May,01/05/22
01/05/22,Flying fish,13.51137144,2022,May,01/05/22
01/05/22,Garfish,158.3576524,2022,May,01/05/22
01/05/22,Other,191.1771909,2022,May,01/05/22
01/05/22,Mackerel scad,1464.3082,2022,May,01/05/22
01/05/22,Snapper/seaperch,198.5235615,2022,May,01/05/22
01/05/22,Tuna/Bonito/Other Mackerel,131.1536985,2022,May,01/05/22
01/06/22,Long tom,6.682084667,2022,Jun,01/06/22
01/06/22,Jacks/Trevally/Other Scad,108.2420652,2022,Jun,01/06/22
01/06/22,Sardines/pilchards,2177.114727,2022,Jun,01/06/22
01/06/22,Flying fish,12.0122617,2022,Jun,01/06/22
01/06/22,Garfish,224.7650274,2022,Jun,01/06/22
01/06/22,Other,379.0449193,2022,Jun,01/06/22
01/06/22,Mackerel scad,1817.159712,2022,Jun,01/06/22
01/06/22,Snapper/seaperch,190.8177321,2022,Jun,01/06/22
01/06/22,Tuna/Bonito/Other Mackerel,97.27408717,2022,Jun,01/06/22
01/07/22,Long tom,3.555428871,2022,Jul,01/07/22
01/07/22,Jacks/Trevally/Other Scad,122.6912581,2022,Jul,01/07/22
01/07/22,Sardines/pilchards,2011.638396,2022,Jul,01/07/22
01/07/22,Flying fish,8.727976652,2022,Jul,01/07/22
01/07/22,Garfish,149.3938976,2022,Jul,01/07/22
01/07/22,Other,202.9262993,2022,Jul,01/07/22
01/07/22,Mackerel scad,1797.098474,2022,Jul,01/07/22
01/07/22,Snapper/seaperch,147.6951666,2022,Jul,01/07/22
01/07/22,Tuna/Bonito/Other Mackerel,105.5819396,2022,Jul,01/07/22
01/08/22,Long tom,6.580164047,2022,Aug,01/08/22
01/08/22,Jacks/Trevally/Other Scad,194.2154236,2022,Aug,01/08/22
01/08/22,Sardines/pilchards,1414.437114,2022,Aug,01/08/22
01/08/22,Flying fish,10.8497386,2022,Aug,01/08/22
01/08/22,Garfish,143.4614178,2022,Aug,01/08/22
01/08/22,Other,202.2209025,2022,Aug,01/08/22
01/08/22,Mackerel scad,1892.363682,2022,Aug,01/08/22
01/08/22,Snapper/seaperch,80.13768243,2022,Aug,01/08/22
01/08/22,Tuna/Bonito/Other Mackerel,136.0471145,2022,Aug,01/08/22
01/09/22,Long tom,4.452655201,2022,Sep,01/09/22
01/09/22,Jacks/Trevally/Other Scad,189.6893775,2022,Sep,01/09/22
01/09/22,Sardines/pilchards,851.364507,2022,Sep,01/09/22
01/09/22,Flying fish,6.929625468,2022,Sep,01/09/22
01/09/22,Garfish,194.9728163,2022,Sep,01/09/22
01/09/22,Other,261.8696222,2022,Sep,01/09/22
01/09/22,Mackerel scad,2081.64915,2022,Sep,01/09/22
01/09/22,Snapper/seaperch,145.2475138,2022,Sep,01/09/22
01/09/22,Tuna/Bonito/Other Mackerel,165.731003,2022,Sep,01/09/22
01/10/22,Long tom,6.678572013,2022,Oct,01/10/22
01/10/22,Jacks/Trevally/Other Scad,171.2962051,2022,Oct,01/10/22
01/10/22,Sardines/pilchards,1008.440179,2022,Oct,01/10/22
01/10/22,Flying fish,13.31150018,2022,Oct,01/10/22
01/10/22,Garfish,177.0391977,2022,Oct,01/10/22
01/10/22,Other,213.0289117,2022,Oct,01/10/22
01/10/22,Mackerel scad,1790.97368,2022,Oct,01/10/22
01/10/22,Snapper/seaperch,123.2339002,2022,Oct,01/10/22
01/10/22,Tuna/Bonito/Other Mackerel,147.2742176,2022,Oct,01/10/22
01/11/22,Long tom,7.226746041,2022,Nov,01/11/22
01/11/22,Jacks/Trevally/Other Scad,245.9379522,2022,Nov,01/11/22
01/11/22,Sardines/pilchards,654.4436167,2022,Nov,01/11/22
01/11/22,Flying fish,19.78580159,2022,Nov,01/11/22
01/11/22,Garfish,262.8086747,2022,Nov,01/11/22
01/11/22,Other,195.5964752,2022,Nov,01/11/22
01/11/22,Mackerel scad,1644.052669,2022,Nov,01/11/22
01/11/22,Snapper/seaperch,259.7215341,2022,Nov,01/11/22
01/11/22,Tuna/Bonito/Other Mackerel,86.18129396,2022,Nov,01/11/22
01/12/22,Long tom,8.371407348,2022,Dec,01/12/22
01/12/22,Jacks/Trevally/Other Scad,130.6183034,2022,Dec,01/12/22
01/12/22,Sardines/pilchards,910.0440077,2022,Dec,01/12/22
01/12/22,Flying fish,7.474140189,2022,Dec,01/12/22
01/12/22,Garfish,152.1286651,2022,Dec,01/12/22
01/12/22,Other,190.1665387,2022,Dec,01/12/22
01/12/22,Mackerel scad,1883.277818,2022,Dec,01/12/22
01/12/22,Snapper/seaperch,79.64545344,2022,Dec,01/12/22
01/12/22,Tuna/Bonito/Other Mackerel,91.25828943,2022,Dec,01/12/22
01/01/23,Long tom,4.180150829,2023,Jan,01/01/23
01/01/23,Jacks/Trevally/Other Scad,110.9610307,2023,Jan,01/01/23
01/01/23,Sardines/pilchards,5550.799957,2023,Jan,01/01/23
01/01/23,Flying fish,13.32540638,2023,Jan,01/01/23
01/01/23,Garfish,80.41431396,2023,Jan,01/01/23
01/01/23,Other,220.5489437,2023,Jan,01/01/23
01/01/23,Mackerel scad,924.1742292,2023,Jan,01/01/23
01/01/23,Snapper/seaperch,117.6820577,2023,Jan,01/01/23
01/01/23,Tuna/Bonito/Other Mackerel,90.59979413,2023,Jan,01/01/23
01/02/23,Long tom,6.543696592,2023,Feb,01/02/23
01/02/23,Jacks/Trevally/Other Scad,112.3179782,2023,Feb,01/02/23
01/02/23,Sardines/pilchards,4511.910049,2023,Feb,01/02/23
01/02/23,Flying fish,9.986036007,2023,Feb,01/02/23
01/02/23,Garfish,98.53205225,2023,Feb,01/02/23
01/02/23,Other,210.8757131,2023,Feb,01/02/23
01/02/23,Mackerel scad,795.1505209,2023,Feb,01/02/23
01/02/23,Snapper/seaperch,79.2401176,2023,Feb,01/02/23
01/02/23,Tuna/Bonito/Other Mackerel,131.1178252,2023,Feb,01/02/23
01/03/23,Long tom,4.050124617,2023,Mar,01/03/23
01/03/23,Jacks/Trevally/Other Scad,161.0706887,2023,Mar,01/03/23
01/03/23,Sardines/pilchards,3238.007996,2023,Mar,01/03/23
01/03/23,Flying fish,16.59151837,2023,Mar,01/03/23
01/03/23,Garfish,133.991458,2023,Mar,01/03/23
01/03/23,Other,265.9913957,2023,Mar,01/03/23
01/03/23,Mackerel scad,1237.514274,2023,Mar,01/03/23
01/03/23,Snapper/seaperch,83.48162647,2023,Mar,01/03/23
01/03/23,Tuna/Bonito/Other Mackerel,102.7550418,2023,Mar,01/03/23
01/04/23,Long tom,5.393648498,2023,Apr,01/04/23
01/04/23,Jacks/Trevally/Other Scad,115.238136,2023,Apr,01/04/23
01/04/23,Sardines/pilchards,2888.441696,2023,Apr,01/04/23
01/04/23,Flying fish,16.49546901,2023,Apr,01/04/23
01/04/23,Garfish,145.6942201,2023,Apr,01/04/23
01/04/23,Other,286.7598799,2023,Apr,01/04/23
01/04/23,Mackerel scad,1706.124572,2023,Apr,01/04/23
01/04/23,Snapper/seaperch,121.8672333,2023,Apr,01/04/23
01/04/23,Tuna/Bonito/Other Mackerel,115.2175481,2023,Apr,01/04/23
01/05/23,Long tom,4.155001812,2023,May,01/05/23
01/05/23,Jacks/Trevally/Other Scad,131.6593907,2023,May,01/05/23
01/05/23,Sardines/pilchards,2701.270723,2023,May,01/05/23
01/05/23,Flying fish,3.390122486,2023,May,01/05/23
01/05/23,Garfish,308.967734,2023,May,01/05/23
01/05/23,Other,220.0132966,2023,May,01/05/23
01/05/23,Mackerel scad,1315.086902,2023,May,01/05/23
01/05/23,Snapper/seaperch,125.5621346,2023,May,01/05/23
01/05/23,Tuna/Bonito/Other Mackerel,94.14812871,2023,May,01/05/23
01/06/23,Long tom,6.34247623,2023,Jun,01/06/23
01/06/23,Jacks/Trevally/Other Scad,136.0460095,2023,Jun,01/06/23
01/06/23,Sardines/pilchards,1879.139298,2023,Jun,01/06/23
01/06/23,Flying fish,11.8674312,2023,Jun,01/06/23
01/06/23,Garfish,191.5315161,2023,Jun,01/06/23
01/06/23,Other,213.5801573,2023,Jun,01/06/23
01/06/23,Mackerel scad,1764.703223,2023,Jun,01/06/23
01/06/23,Snapper/seaperch,159.1037595,2023,Jun,01/06/23
01/06/23,Tuna/Bonito/Other Mackerel,68.84730948,2023,Jun,01/06/23
01/07/23,Long tom,0,2023,Jul,01/07/23
01/07/23,Jacks/Trevally/Other Scad,2071.085254,2023,Jul,01/07/23
01/07/23,Sardines/pilchards,0,2023,Jul,01/07/23
01/07/23,Flying fish,0,2023,Jul,01/07/23
01/07/23,Garfish,0,2023,Jul,01/07/23
01/07/23,Other,825.4166501,2023,Jul,01/07/23
01/07/23,Mackerel scad,0,2023,Jul,01/07/23
01/07/23,Snapper/seaperch,0,2023,Jul,01/07/23
01/07/23,Tuna/Bonito/Other Mackerel,0,2023,Jul,01/07/23
01/08/23,Long tom,0,2023,Aug,01/08/23
01/08/23,Jacks/Trevally/Other Scad,315.5255904,2023,Aug,01/08/23
01/08/23,Sardines/pilchards,654.8639264,2023,Aug,01/08/23
01/08/23,Flying fish,0,2023,Aug,01/08/23
01/08/23,Garfish,0,2023,Aug,01/08/23
01/08/23,Other,689.3581727,2023,Aug,01/08/23
01/08/23,Mackerel scad,0,2023,Aug,01/08/23
01/08/23,Snapper/seaperch,567.9281361,2023,Aug,01/08/23
01/08/23,Tuna/Bonito/Other Mackerel,1719.759642,2023,Aug,01/08/23
01/09/23,Long tom,0,2023,Sep,01/09/23
01/09/23,Jacks/Trevally/Other Scad,72.36639588,2023,Sep,01/09/23
01/09/23,Sardines/pilchards,0,2023,Sep,01/09/23
01/09/23,Flying fish,0,2023,Sep,01/09/23
01/09/23,Garfish,881.4357689,2023,Sep,01/09/23
01/09/23,Other,45.49286269,2023,Sep,01/09/23
01/09/23,Mackerel scad,1937.477554,2023,Sep,01/09/23
01/09/23,Snapper/seaperch,0,2023,Sep,01/09/23
